age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,sport_frequency,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,art_digital_traditional,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,acad_reading_habit,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,analy_patience_level,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_sleep_quality,category,hobby
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,Low,No,Alone,Yes,High,Asthma,High,No,Gymnastics,High,Average,Health,Gymnastics
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,Yes,Other,High,Poor,Health,Yoga
9,Yes,both,Swimming,Medium,Individual,Low,3-4 days,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,Yes,No,No,None,None,None,None,None,None,Other,Low,No,Other,High,Poor,Academics,Science Club
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Other,High,Good,Health,Yoga
5,Yes,both,Other,Medium,Individual,Medium,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Other,High,Poor,Health,Yoga
17,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Structured,Both,No,None,None,None,None,None,None,Yes,Puzzles,Low,No,With others,No,Medium,Asthma,Medium,Yes,Yoga,High,Poor,Arts,Drawing
9,No,None,None,None,None,None,None,Yes,Music,High,No,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,No,Other,High,Good,Health,Yoga
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,High,No,Meditation,High,Poor,Academics,Creative Writing
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,No,With others,Yes,High,Joint Pain,Low,No,Yoga,Low,Average,Analytical,Robotics
15,Yes,outdoor,Cricket,Low,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Swimming,Medium,Average,Sports,Cricket
7,Yes,both,Badminton,Medium,Individual,Medium,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Meditation,Medium,Poor,Sports,Badminton
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,No,Yes,Individual,Yes,No,No,None,None,None,None,None,None,None,Medium,No,Swimming,Low,Good,Academics,Science Club
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,Yes,Alone,No,High,None,High,Yes,Running,Low,Average,Analytical,Coding
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Low,Yes,Alone,No,Low,None,High,No,Gymnastics,Medium,Good,Health,Gymnastics
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,None,Medium,No,Yoga,Medium,Good,Academics,Math Olympiad
8,Yes,outdoor,Cricket,High,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,No,Yoga,Medium,Good,Sports,Cricket
13,No,None,None,None,None,None,None,Yes,Other,High,Yes,High,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Other,Low,Poor,Arts,Drawing
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,Yes,Alone,Yes,High,Asthma,High,Yes,Swimming,Medium,Poor,Analytical,Coding
8,Yes,indoor,Table Tennis,High,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Yoga,High,Poor,Sports,Table Tennis
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,Other,High,No,Swimming,Medium,Poor,Academics,Science Club
5,Yes,indoor,Chess,High,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,Medium,No,With others,Yes,Low,Other,High,No,Running,High,Poor,Sports,Chess
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Individual,Yes,Yes,Yes,Logical Games,Medium,No,Alone,No,Medium,Other,High,No,Other,Low,Good,Academics,Math Olympiad
10,No,None,None,None,None,None,None,Yes,Music,High,Yes,Medium,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Meditation,High,Good,Arts,Music
9,Yes,outdoor,Athletics,High,Individual,High,5+ days,No,None,None,None,None,None,None,Yes,Language,No,No,Group,No,No,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Meditation,Low,Good,Sports,Athletics
16,Yes,outdoor,Basketball,High,Team,High,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Meditation,High,Good,Sports,Basketball
12,Yes,indoor,Badminton,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Meditation,High,Good,Sports,Badminton
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Other,High,Average,Health,Yoga
10,Yes,both,Badminton,Low,Team,Medium,1-2 days,Yes,Other,High,No,Medium,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Other,Medium,Good,Arts,Drawing
7,Yes,both,Badminton,High,Team,Low,5+ days,No,None,None,None,None,None,None,Yes,Other,Yes,No,Individual,No,No,No,None,None,None,None,None,None,None,High,Yes,Swimming,High,Poor,Sports,Badminton
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,Yes,With others,Yes,High,Joint Pain,Low,Yes,Yoga,High,Average,Analytical,Robotics
10,No,None,None,None,None,None,None,Yes,Drawing,Low,No,Medium,Free,Digital,Yes,Science,Yes,Yes,Individual,Yes,No,No,None,None,None,None,None,None,Asthma,Low,Yes,Swimming,Low,Average,Academics,Science Club
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,No,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,Other,High,No,Other,Low,Good,Academics,Science Club
8,Yes,both,Swimming,Medium,Individual,Medium,1-2 days,Yes,Drawing,High,Yes,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,No,Gymnastics,Medium,Poor,Arts,Drawing
12,Yes,indoor,Table Tennis,High,Individual,High,5+ days,Yes,Music,Low,No,Medium,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Gymnastics,Medium,Average,Sports,Table Tennis
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,No,Individual,No,No,No,None,None,None,None,None,None,None,Low,Yes,Yoga,Medium,Average,Academics,Science Club
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Group,Yes,No,No,None,None,None,None,None,None,Asthma,Low,Yes,Meditation,High,Poor,Academics,Math Olympiad
16,Yes,indoor,Table Tennis,Medium,Individual,High,5+ days,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,High,Yes,Meditation,High,Average,Sports,Table Tennis
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Meditation,Medium,Good,Health,Meditation
13,No,None,None,None,None,None,None,Yes,Dance,High,No,Medium,Structured,Both,Yes,Language,Yes,No,Group,Yes,Yes,No,None,None,None,None,None,None,Asthma,High,Yes,Yoga,High,Poor,Arts,Dance
15,Yes,both,Swimming,Low,Individual,Medium,1-2 days,No,None,None,None,None,None,None,Yes,Math,No,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,Other,Medium,No,Gymnastics,Low,Good,Academics,Math Olympiad
14,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Structured,Traditional,Yes,Science,No,No,Individual,No,No,No,None,None,None,None,None,None,None,Medium,Yes,Yoga,High,Average,Arts,Drawing
12,Yes,outdoor,Swimming,Medium,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,No,With others,No,Low,Asthma,High,Yes,Gymnastics,Medium,Average,Sports,Swimming
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,High,No,With others,Yes,Low,Joint Pain,Low,Yes,Swimming,Medium,Average,Analytical,Robotics
14,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Structured,Digital,Yes,Other,No,No,Individual,No,No,Yes,Coding,Low,No,Alone,No,Low,Asthma,Low,Yes,Gymnastics,Low,Average,Arts,Drawing
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,Yes,Yes,Coding,Low,No,Alone,Yes,Low,None,Low,Yes,Running,Low,Good,Academics,Math Olympiad
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Joint Pain,Medium,Yes,Yoga,Low,Poor,Academics,Science Club
14,Yes,outdoor,Athletics,High,Team,Medium,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Swimming,Low,Poor,Sports,Athletics
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,Medium,Yes,Running,Low,Average,Academics,Science Club
5,Yes,indoor,Swimming,High,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,Medium,Average,Sports,Swimming
11,Yes,both,Basketball,Low,Team,Low,1-2 days,Yes,Music,High,Yes,Low,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,No,Yoga,Medium,Average,Arts,Music
14,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Yoga,Low,Average,Arts,Drawing
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,Yes,With others,Yes,High,Asthma,Low,No,Gymnastics,Low,Poor,Analytical,Robotics
6,No,None,None,None,None,None,None,Yes,Dance,Medium,No,Low,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Yoga,Low,Good,Arts,Dance
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,High,No,Alone,No,High,None,High,Yes,Meditation,Medium,Poor,Analytical,Coding
10,Yes,both,Other,Low,Individual,Medium,3-4 days,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,Yes,No,No,None,None,None,None,None,None,None,Low,Yes,Gymnastics,Low,Poor,Academics,Science Club
15,Yes,outdoor,Football,Medium,Individual,Medium,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,Yes,Alone,Yes,High,Joint Pain,Low,No,Meditation,Low,Poor,Analytical,Robotics
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,No,Group,Yes,Yes,No,None,None,None,None,None,None,Joint Pain,Medium,No,Meditation,Low,Poor,Academics,Math Olympiad
13,No,None,None,None,None,None,None,Yes,Other,High,No,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,Yes,Running,Medium,Good,Arts,Drawing
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,Medium,Yes,Alone,No,High,Asthma,Medium,No,Other,Medium,Average,Analytical,Robotics
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,Yes,Alone,Yes,Medium,Other,Medium,Yes,Running,High,Average,Analytical,Coding
6,Yes,outdoor,Basketball,High,Team,High,1-2 days,No,None,None,None,None,None,None,Yes,Science,No,No,Individual,No,No,No,None,None,None,None,None,None,Asthma,Medium,No,Meditation,Medium,Poor,Sports,Basketball
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,None,Medium,No,Swimming,Medium,Average,Academics,Math Olympiad
12,No,None,None,None,None,None,None,Yes,Other,Low,No,Medium,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,Medium,Good,Health,Gymnastics
8,Yes,indoor,Carrom,High,Individual,Low,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Other,Low,Good,Sports,Carrom
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,High,Yes,Alone,Yes,Low,Other,High,No,Meditation,High,Good,Analytical,Coding
9,Yes,outdoor,Other,High,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Running,Medium,Poor,Sports,Cricket
9,Yes,outdoor,Swimming,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Swimming,Low,Poor,Sports,Swimming
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,No,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,Low,No,Other,Medium,Good,Academics,Math Olympiad
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,Yes,Alone,No,Low,Other,High,Yes,Gymnastics,High,Good,Health,Gymnastics
5,Yes,indoor,Swimming,Low,Individual,High,1-2 days,No,None,None,None,None,None,None,Yes,Science,Yes,No,Group,No,No,No,None,None,None,None,None,None,None,Medium,Yes,Other,Low,Average,Sports,Swimming
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,No,Group,Yes,Yes,No,None,None,None,None,None,None,None,Medium,No,Other,Medium,Average,Academics,Math Olympiad
15,Yes,both,Badminton,High,Team,Low,3-4 days,No,None,None,None,None,None,None,Yes,Math,Yes,No,Individual,No,No,No,None,None,None,None,None,None,None,High,No,Gymnastics,High,Good,Health,Gymnastics
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,None,Low,Yes,Swimming,High,Average,Academics,Math Olympiad
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,High,Poor,Health,Gymnastics
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,No,Individual,Yes,No,Yes,Robotics,High,Yes,Alone,No,High,None,High,Yes,Running,Medium,Good,Analytical,Robotics
12,No,None,None,None,None,None,None,Yes,Dance,High,Yes,Medium,Structured,Both,No,None,None,None,None,None,None,Yes,Other,Low,No,Alone,No,Low,None,Medium,Yes,Meditation,High,Average,Arts,Dance
16,No,None,None,None,None,None,None,Yes,Drawing,Medium,No,High,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,Yes,Yoga,Low,Poor,Arts,Drawing
17,No,None,None,None,None,None,None,Yes,Other,High,Yes,Low,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Yoga,High,Average,Arts,Drawing
6,Yes,outdoor,Football,High,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Medium,Yes,Alone,Yes,Low,None,Low,No,Running,Medium,Average,Sports,Football
16,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Yoga,High,Average,Arts,Drawing
8,Yes,indoor,Table Tennis,High,Team,High,5+ days,Yes,Dance,Low,No,Medium,Structured,Traditional,No,None,None,None,None,None,None,Yes,Logical Games,Low,Yes,With others,No,Low,None,Low,No,Running,Low,Good,Sports,Table Tennis
17,Yes,indoor,Swimming,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,Yes,Swimming,High,Poor,Sports,Swimming
10,No,None,None,None,None,None,None,Yes,Dance,High,Yes,Medium,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,Yes,Meditation,Medium,Good,Arts,Dance
8,Yes,both,Football,High,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Meditation,High,Poor,Sports,Football
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,Other,Low,Yes,Other,Medium,Poor,Academics,Math Olympiad
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,No,Individual,No,Yes,Yes,Coding,Medium,No,With others,No,Low,Asthma,Medium,Yes,Gymnastics,High,Poor,Academics,Math Olympiad
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Medium,No,Alone,Yes,Medium,None,Medium,Yes,Other,Medium,Poor,Analytical,Robotics
12,Yes,both,Football,High,Individual,Low,5+ days,Yes,Music,Low,No,Low,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,Yes,Other,Low,Good,Sports,Football
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,Medium,Yes,Alone,Yes,Medium,None,Low,Yes,Other,Medium,Average,Analytical,Coding
8,No,None,None,None,None,None,None,Yes,Drawing,High,No,High,Structured,Digital,Yes,Science,Yes,No,Individual,No,Yes,No,None,None,None,None,None,None,None,Low,No,Other,Medium,Good,Arts,Drawing
15,Yes,outdoor,Athletics,High,Individual,Medium,5+ days,No,None,None,None,None,None,None,Yes,Language,No,Yes,Individual,No,No,No,None,None,None,None,None,None,Asthma,Medium,No,Gymnastics,Low,Average,Sports,Athletics
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,No,With others,Yes,High,Other,Medium,Yes,Other,Low,Good,Analytical,Chess
14,Yes,both,Cricket,High,Team,Medium,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Gymnastics,High,Good,Sports,Cricket
