likes_outdoor,plays_games,physical_activity,team_spirit,fitness_interest,drawing_interest,painting,crafts,creativity,color_usage,reading,study_time,curiosity,problem_solving,grades_focus,discipline,social_behavior,leadership,patience,responsibility,singing,instrument,listening_music,rhythm,practice_music,screen_time,video_games,online_play,strategy_games,reaction_speed,hobby
High,High,Low,Low,Low,Low,High,High,Low,High,High,High,Low,Low,Low,High,Low,High,High,High,High,Low,High,Low,High,High,High,Low,Low,High,arts
Low,High,Low,Low,Low,High,Low,Low,Low,Low,High,High,High,High,High,Low,High,Low,High,High,High,High,High,Low,High,High,Low,Low,High,Low,e_gaming
Low,High,Low,High,Low,High,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,Low,High,Low,Low,Low,Low,High,Low,sports
Low,High,Low,High,Low,Low,High,High,High,High,Low,Low,Low,High,Low,Low,High,High,Low,High,High,High,Low,High,High,Low,High,High,Low,High,e_gaming
Low,Low,High,Low,Low,High,High,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,High,Low,High,High,High,academics
Low,Low,High,High,High,Low,High,Low,Low,Low,High,High,Low,Low,Low,High,Low,High,High,Low,Low,High,High,High,High,High,High,Low,High,Low,behavioral
Low,High,Low,Low,Low,High,High,High,High,Low,High,High,Low,Low,Low,Low,High,Low,High,Low,High,Low,High,High,Low,Low,Low,Low,High,High,behavioral
Low,High,High,High,Low,High,High,High,Low,High,High,Low,Low,Low,High,High,Low,High,Low,Low,High,Low,High,High,Low,Low,High,Low,High,High,music
High,Low,High,Low,Low,Low,High,Low,High,High,Low,High,Low,Low,High,Low,Low,Low,High,Low,Low,High,High,Low,High,High,Low,Low,High,Low,e_gaming
Low,High,Low,High,Low,High,High,High,High,Low,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,Low,Low,e_gaming
High,Low,Low,Low,Low,High,Low,High,Low,Low,High,Low,Low,Low,High,Low,Low,High,High,High,Low,Low,High,High,High,High,Low,Low,Low,Low,academics
High,High,High,Low,Low,High,Low,Low,Low,Low,High,Low,Low,High,Low,Low,Low,Low,High,High,Low,Low,High,High,High,Low,High,Low,Low,High,sports
Low,Low,Low,High,Low,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,High,Low,Low,Low,High,High,Low,Low,High,High,Low,High,High,Low,academics
High,Low,Low,High,High,High,Low,High,High,Low,High,Low,High,Low,Low,High,High,Low,High,High,High,Low,High,Low,Low,Low,Low,High,High,Low,behavioral
High,Low,High,Low,High,High,Low,High,Low,Low,High,High,High,High,High,Low,Low,High,High,High,Low,Low,High,High,High,High,High,Low,Low,Low,academics
Low,Low,Low,Low,High,Low,Low,High,High,Low,High,High,Low,High,Low,High,High,High,Low,High,Low,High,High,Low,High,Low,Low,High,Low,Low,e_gaming
High,High,High,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,High,Low,High,High,High,Low,High,High,High,Low,Low,Low,Low,High,Low,Low,sports
High,High,Low,High,High,Low,High,High,Low,High,High,High,Low,High,Low,Low,High,High,Low,Low,Low,High,High,High,High,Low,Low,High,High,Low,sports
High,High,High,High,Low,High,High,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,Low,High,Low,Low,Low,High,High,High,High,High,Low,High,e_gaming
High,Low,High,High,High,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,Low,Low,Low,Low,Low,Low,High,High,e_gaming
High,Low,Low,High,Low,Low,High,High,Low,High,Low,Low,Low,Low,High,High,High,Low,Low,High,High,Low,Low,Low,High,High,High,Low,High,High,e_gaming
Low,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,Low,Low,High,High,Low,Low,High,Low,Low,Low,Low,High,Low,Low,High,Low,music
Low,Low,Low,Low,Low,Low,High,High,Low,High,High,Low,High,Low,High,High,High,Low,High,High,Low,Low,Low,High,Low,Low,High,Low,Low,High,arts
High,High,Low,High,Low,Low,Low,Low,Low,High,High,High,Low,Low,High,Low,High,High,High,Low,High,High,High,High,High,Low,High,High,High,High,sports
Low,Low,Low,Low,High,Low,High,High,High,Low,Low,Low,High,High,Low,Low,Low,Low,Low,High,High,Low,Low,Low,High,High,High,High,Low,Low,e_gaming
High,Low,High,High,Low,Low,Low,Low,Low,High,Low,Low,High,Low,Low,Low,High,High,High,Low,High,High,High,High,High,Low,High,Low,Low,High,sports
High,Low,High,Low,High,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,High,Low,High,Low,Low,Low,High,Low,Low,Low,Low,High,High,Low,e_gaming
High,High,High,High,Low,High,High,High,Low,Low,Low,High,Low,Low,High,Low,High,High,High,Low,High,Low,High,Low,Low,High,High,High,High,Low,behavioral
High,Low,Low,Low,Low,High,Low,Low,High,High,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,High,High,Low,High,High,High,Low,Low,behavioral
Low,Low,High,High,Low,High,Low,High,High,High,High,High,Low,High,High,Low,High,High,Low,High,Low,High,High,Low,Low,High,High,High,Low,Low,music
Low,High,High,Low,Low,High,High,Low,High,Low,High,Low,Low,High,Low,Low,High,High,Low,Low,High,Low,Low,Low,High,High,Low,Low,High,High,e_gaming
Low,Low,Low,Low,High,High,Low,High,High,Low,Low,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,Low,High,High,High,Low,High,High,sports
Low,High,High,Low,Low,High,Low,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,High,High,Low,Low,High,academics
Low,High,High,High,Low,High,Low,High,Low,High,Low,High,High,High,Low,High,Low,Low,Low,High,Low,Low,Low,High,High,Low,High,High,Low,Low,academics
High,High,High,Low,High,High,High,Low,High,High,Low,High,High,Low,High,High,High,Low,Low,Low,High,Low,Low,Low,High,High,Low,Low,Low,Low,sports
High,Low,High,Low,High,Low,High,High,High,Low,Low,Low,Low,High,High,Low,High,Low,High,Low,High,High,High,Low,Low,Low,High,High,Low,Low,e_gaming
High,High,High,High,High,High,High,High,High,High,Low,High,High,Low,Low,Low,Low,High,Low,Low,High,High,Low,Low,Low,Low,High,Low,High,High,academics
High,Low,High,Low,High,Low,Low,High,High,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,High,Low,academics
Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,High,Low,Low,Low,Low,High,Low,Low,High,Low,Low,High,Low,High,High,High,sports
High,High,High,Low,Low,Low,Low,High,Low,High,Low,High,High,Low,Low,Low,High,High,High,Low,High,Low,Low,High,Low,Low,Low,High,Low,High,behavioral
Low,High,Low,High,High,High,High,Low,High,High,Low,Low,Low,Low,High,High,Low,High,High,Low,Low,Low,Low,Low,Low,High,High,Low,High,High,sports
High,Low,Low,Low,High,Low,High,Low,High,Low,High,High,Low,High,High,Low,Low,High,Low,High,High,High,Low,High,Low,Low,High,High,Low,High,academics
High,High,Low,Low,High,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,High,High,High,High,Low,Low,Low,High,Low,Low,behavioral
Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,e_gaming
High,Low,Low,High,High,Low,High,Low,Low,High,High,High,High,Low,Low,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,Low,High,Low,arts
Low,Low,Low,Low,Low,High,Low,Low,High,High,High,Low,Low,High,High,Low,High,High,High,Low,High,High,Low,Low,Low,High,Low,High,Low,Low,academics
Low,High,High,High,High,High,Low,High,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,High,High,Low,Low,High,music
High,Low,Low,High,High,High,Low,High,High,Low,High,Low,High,High,Low,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,arts
Low,High,Low,High,Low,Low,High,High,Low,High,High,High,High,High,Low,Low,High,High,Low,High,High,Low,Low,Low,High,High,High,Low,Low,Low,e_gaming
Low,Low,Low,Low,Low,High,High,High,Low,High,Low,High,High,Low,Low,Low,High,Low,High,Low,High,High,Low,Low,Low,Low,Low,Low,Low,Low,sports
High,Low,Low,High,Low,High,Low,High,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,High,Low,High,High,High,sports
High,High,Low,Low,High,High,High,Low,Low,High,High,Low,High,High,High,High,Low,Low,High,Low,Low,Low,High,Low,High,Low,Low,Low,High,Low,music
Low,High,Low,Low,High,High,Low,Low,Low,High,Low,High,High,High,Low,Low,High,Low,High,High,Low,High,High,Low,Low,Low,High,Low,Low,High,music
High,High,Low,High,High,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,High,Low,High,Low,High,music
Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Low,High,High,High,Low,Low,High,High,High,Low,Low,High,Low,arts
High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,High,High,Low,Low,Low,High,Low,Low,High,High,Low,High,sports
Low,Low,Low,High,High,Low,Low,High,High,High,High,High,Low,Low,High,High,High,High,Low,Low,High,Low,Low,High,High,High,Low,Low,High,High,behavioral
High,Low,High,Low,Low,High,Low,Low,Low,High,Low,High,High,High,Low,High,Low,Low,Low,High,High,High,Low,Low,High,High,High,Low,Low,High,e_gaming
High,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,Low,High,Low,High,Low,High,academics
High,High,Low,High,High,High,Low,Low,Low,High,High,High,Low,Low,Low,High,High,High,High,Low,Low,High,High,High,Low,High,Low,Low,High,Low,sports
Low,High,Low,Low,High,Low,High,High,High,Low,Low,High,Low,High,High,High,High,Low,High,High,High,High,High,Low,Low,High,Low,Low,Low,High,music
High,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,High,High,Low,Low,Low,High,Low,High,Low,Low,High,Low,Low,High,High,High,e_gaming
High,Low,High,Low,High,High,High,Low,High,Low,Low,High,High,Low,High,High,Low,Low,High,High,Low,High,Low,High,High,High,Low,High,High,High,behavioral
High,High,Low,Low,Low,Low,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,Low,High,High,High,High,High,Low,Low,Low,Low,High,e_gaming
Low,High,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,High,Low,Low,High,High,High,High,Low,Low,High,Low,High,Low,Low,Low,academics
High,Low,High,High,Low,Low,High,High,Low,Low,High,Low,High,Low,High,High,High,Low,High,Low,High,High,Low,High,Low,High,High,High,High,High,arts
High,High,Low,Low,High,High,High,High,High,Low,High,Low,High,High,Low,Low,Low,High,High,High,Low,Low,High,High,High,High,Low,High,High,High,sports
Low,High,Low,Low,Low,Low,High,High,High,High,High,Low,Low,High,High,Low,High,High,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low,behavioral
Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,Low,High,High,Low,High,High,High,Low,High,High,High,High,High,High,High,arts
Low,High,Low,Low,Low,Low,High,High,Low,High,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,High,Low,Low,Low,High,High,High,Low,High,arts
Low,Low,Low,High,Low,High,High,High,High,Low,Low,High,Low,High,High,High,High,Low,Low,High,High,High,High,High,Low,Low,High,Low,Low,Low,academics
High,High,High,High,High,Low,Low,High,Low,Low,High,Low,Low,High,Low,High,High,Low,High,Low,Low,High,Low,Low,High,High,High,Low,Low,Low,arts
Low,High,High,High,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,High,High,Low,Low,High,Low,Low,High,Low,Low,High,High,behavioral
High,Low,Low,High,High,Low,High,High,Low,High,High,High,Low,Low,High,High,High,Low,High,High,Low,High,Low,High,Low,Low,Low,High,High,Low,e_gaming
High,Low,Low,Low,High,Low,Low,Low,High,High,Low,High,High,Low,High,Low,Low,High,High,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,e_gaming
Low,High,Low,High,Low,High,High,Low,High,High,Low,High,High,High,High,High,High,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,arts
Low,Low,Low,Low,High,Low,High,Low,High,High,Low,High,High,Low,High,Low,High,Low,Low,High,Low,Low,High,High,Low,High,Low,High,Low,Low,arts
Low,Low,High,High,Low,High,Low,Low,Low,Low,Low,High,High,High,Low,High,High,High,Low,High,Low,Low,High,High,Low,High,High,Low,Low,High,e_gaming
Low,High,High,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Low,High,High,Low,High,High,High,Low,High,Low,Low,High,High,High,High,High,sports
Low,High,Low,High,Low,High,High,High,High,Low,Low,High,High,High,High,Low,Low,Low,High,High,High,Low,Low,Low,High,Low,Low,High,High,Low,behavioral
Low,Low,Low,High,High,Low,Low,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,High,High,Low,Low,Low,Low,Low,High,High,Low,arts
High,High,High,High,Low,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,Low,High,Low,Low,High,High,High,Low,High,Low,High,Low,High,e_gaming
High,High,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,High,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,High,High,Low,behavioral
High,Low,Low,High,Low,Low,High,High,High,High,Low,High,Low,High,High,Low,Low,Low,Low,Low,Low,High,High,Low,High,Low,Low,Low,Low,High,arts
High,Low,Low,High,High,High,High,Low,Low,High,High,Low,Low,Low,Low,Low,High,Low,Low,Low,High,Low,Low,Low,High,Low,Low,Low,High,High,behavioral
Low,Low,High,Low,High,Low,Low,Low,High,High,Low,Low,Low,Low,High,Low,Low,High,Low,Low,High,High,High,High,High,Low,High,High,High,High,arts
High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,Low,Low,High,High,Low,Low,High,Low,High,High,Low,Low,Low,High,High,Low,Low,arts
Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,Low,High,High,High,Low,Low,High,High,High,Low,High,High,Low,High,sports
High,High,Low,Low,High,Low,High,High,High,Low,High,High,High,Low,Low,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,Low,e_gaming
Low,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,Low,Low,High,High,Low,High,High,Low,Low,High,High,High,High,Low,High,Low,Low,music
High,High,Low,High,High,High,Low,High,Low,High,High,Low,Low,High,High,High,High,Low,Low,High,Low,Low,Low,High,High,Low,High,High,Low,High,behavioral
Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,Low,High,High,Low,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,Low,sports
High,High,Low,Low,Low,High,High,High,High,Low,Low,High,Low,High,High,Low,Low,Low,Low,High,High,High,High,High,Low,Low,High,Low,High,Low,sports
High,Low,High,High,Low,Low,Low,High,High,High,High,Low,High,High,Low,Low,High,High,High,Low,High,Low,High,Low,Low,Low,High,Low,Low,High,e_gaming
High,High,Low,High,High,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Low,High,High,Low,Low,High,Low,Low,sports
Low,High,Low,Low,Low,Low,High,High,Low,High,High,Low,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,High,High,Low,Low,Low,Low,behavioral
High,High,Low,Low,Low,Low,High,Low,Low,High,High,High,High,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,sports
High,Low,Low,High,High,High,High,Low,High,Low,High,Low,Low,High,High,High,High,Low,Low,Low,High,Low,High,Low,High,Low,High,Low,Low,Low,academics
High,High,High,High,High,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,Low,arts
Low,High,High,Low,Low,Low,Low,High,Low,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,High,High,High,High,e_gaming
High,Low,High,Low,High,Low,Low,High,Low,Low,High,High,High,Low,High,High,High,High,High,Low,High,High,High,Low,Low,High,Low,Low,High,High,academics
Low,High,High,Low,High,High,Low,High,Low,High,High,Low,Low,Low,High,High,Low,High,Low,High,High,Low,High,High,Low,High,High,High,High,Low,e_gaming
High,High,Low,High,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,Low,Low,High,High,Low,High,High,Low,High,Low,Low,arts
Low,Low,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,academics
High,Low,Low,Low,Low,High,Low,High,High,High,High,Low,High,High,High,Low,Low,High,Low,Low,High,High,High,High,High,Low,High,High,Low,Low,music
High,High,High,High,High,High,High,High,Low,High,Low,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,Low,High,Low,Low,High,behavioral
Low,High,High,Low,Low,Low,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,Low,Low,Low,High,Low,Low,High,High,Low,music
Low,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,High,Low,Low,High,High,High,High,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,e_gaming
Low,Low,High,High,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,High,Low,Low,Low,High,High,Low,Low,Low,Low,High,Low,Low,Low,Low,High,music
Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,Low,Low,High,High,High,High,Low,Low,Low,Low,Low,High,High,High,Low,High,High,Low,academics
Low,High,High,Low,Low,High,Low,Low,High,High,High,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,High,Low,arts
Low,Low,Low,High,High,High,Low,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,High,Low,Low,High,Low,Low,Low,Low,High,High,sports
Low,Low,High,High,Low,Low,High,High,High,High,High,High,Low,Low,High,High,High,Low,Low,Low,Low,High,High,High,Low,High,High,Low,Low,High,arts
High,High,Low,Low,High,High,Low,Low,High,High,Low,Low,High,High,Low,Low,High,Low,High,High,Low,Low,High,High,Low,Low,High,Low,High,Low,e_gaming
High,High,High,High,High,Low,High,Low,Low,High,High,High,High,Low,High,High,High,High,Low,Low,High,High,High,Low,Low,Low,High,High,High,High,behavioral
High,High,Low,High,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,High,Low,High,Low,Low,High,High,Low,High,Low,High,Low,Low,High,behavioral
Low,Low,High,High,High,High,Low,Low,High,Low,High,High,High,High,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,Low,Low,High,Low,music
High,Low,Low,Low,Low,High,Low,Low,High,High,High,High,High,Low,Low,Low,Low,High,High,High,Low,Low,High,High,High,Low,Low,Low,Low,High,academics
Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,High,Low,Low,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,e_gaming
Low,High,Low,High,Low,High,Low,Low,High,High,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,High,Low,Low,High,Low,Low,Low,High,Low,music
Low,High,Low,Low,Low,High,Low,High,High,High,Low,Low,High,Low,High,High,Low,Low,High,Low,Low,High,Low,Low,High,Low,Low,Low,High,High,behavioral
High,High,Low,High,Low,Low,High,High,Low,Low,Low,High,High,High,Low,High,Low,High,Low,Low,High,Low,Low,High,High,High,High,Low,Low,High,music
Low,High,Low,Low,Low,High,High,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,Low,High,High,High,Low,Low,High,Low,Low,Low,High,sports
Low,Low,High,High,Low,High,Low,Low,High,Low,High,High,Low,High,High,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,High,Low,High,High,behavioral
High,High,Low,High,Low,High,High,High,High,High,Low,Low,Low,High,High,Low,High,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,music
Low,Low,High,High,Low,Low,High,High,High,High,Low,High,High,Low,Low,Low,High,Low,High,High,High,High,Low,High,High,High,Low,High,High,Low,academics
High,Low,Low,Low,High,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,High,High,Low,High,High,High,Low,High,Low,High,High,High,Low,behavioral
Low,High,High,Low,Low,High,Low,High,High,High,High,Low,High,High,High,High,High,Low,High,High,High,High,Low,Low,Low,High,Low,High,Low,Low,music
Low,Low,High,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,Low,High,High,Low,High,Low,High,Low,High,High,High,High,High,behavioral
High,Low,Low,Low,Low,Low,High,High,High,Low,Low,High,High,Low,Low,Low,Low,High,High,Low,High,High,Low,High,Low,Low,Low,Low,High,Low,academics
Low,High,Low,Low,Low,High,High,Low,Low,Low,Low,High,High,High,Low,High,High,Low,Low,High,Low,High,High,Low,High,High,Low,Low,High,Low,sports
Low,Low,Low,Low,High,High,Low,High,Low,Low,High,High,High,High,Low,High,High,Low,Low,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,arts
Low,Low,Low,High,Low,High,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,High,Low,High,High,Low,Low,Low,Low,music
Low,Low,High,High,High,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,Low,High,High,Low,Low,High,Low,High,High,High,High,High,High,High,e_gaming
Low,Low,Low,Low,High,High,Low,High,High,High,High,Low,High,High,Low,Low,High,Low,Low,High,High,Low,Low,Low,High,High,High,High,Low,High,arts
High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,High,High,Low,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,behavioral
Low,High,High,Low,Low,High,High,High,High,High,Low,Low,High,High,Low,Low,Low,High,High,High,High,Low,Low,High,High,Low,High,High,Low,Low,sports
High,High,High,Low,High,Low,High,High,High,High,High,Low,High,Low,High,Low,High,High,Low,High,High,High,Low,High,Low,High,High,High,Low,Low,arts
Low,High,Low,High,Low,High,High,Low,High,Low,High,Low,High,Low,High,High,High,High,High,Low,High,High,Low,Low,Low,High,High,Low,High,High,music
High,High,Low,High,High,Low,High,High,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,behavioral
High,High,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,High,Low,Low,Low,High,High,Low,Low,Low,High,High,Low,High,Low,Low,Low,music
High,Low,Low,High,Low,Low,High,High,High,Low,Low,High,Low,Low,High,Low,Low,Low,High,Low,Low,High,High,Low,Low,High,High,High,High,Low,arts
Low,High,Low,High,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,High,Low,High,High,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,arts
Low,High,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,High,Low,Low,High,High,Low,High,High,Low,behavioral
Low,High,High,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,High,High,High,High,High,Low,Low,High,High,Low,Low,Low,academics
High,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,High,Low,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,academics
High,High,High,Low,High,Low,Low,High,Low,Low,High,Low,Low,Low,High,Low,Low,High,Low,Low,High,High,High,High,High,Low,Low,Low,High,Low,academics
Low,Low,High,High,High,Low,Low,High,Low,High,High,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,High,Low,Low,High,Low,High,Low,academics
Low,Low,Low,Low,Low,High,High,Low,High,Low,Low,High,Low,High,High,Low,Low,High,High,Low,Low,Low,Low,High,High,High,High,High,High,Low,academics
High,High,High,High,Low,High,High,Low,High,High,High,High,Low,Low,High,Low,Low,Low,High,High,Low,Low,Low,High,Low,High,Low,High,High,Low,sports
