age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_note,category,hobby
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Low,Yes,Alone,Yes,Asthma,High,No,Yoga,High,None,Health,Yoga
13,Yes,indoor,Table Tennis,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Swimming,Low,None,Sports,Table Tennis
7,No,None,None,None,None,None,Yes,Drawing,Medium,No,Low,Structured,Yes,Math,No,No,Group,No,Yes,Robotics,Medium,No,Alone,Yes,Asthma,Medium,Yes,Swimming,Low,None,Analytical,Robotics
15,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,Yes,No,None,None,None,None,None,Asthma,High,Yes,Swimming,High,None,Academics,Science Club
6,Yes,both,Swimming,Low,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Yoga,High,None,Sports,Swimming
7,Yes,outdoor,Football,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Gymnastics,Low,None,Sports,Football
13,No,None,None,None,None,None,Yes,Drawing,High,Yes,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Swimming,Medium,None,Arts,Drawing
9,Yes,outdoor,Cricket,Medium,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Yoga,Low,None,Sports,Cricket
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Group,No,No,None,None,None,None,None,None,Low,No,Gymnastics,Low,None,Academics,Creative Writing
10,No,None,None,None,None,None,Yes,Dance,Low,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Running,Low,None,Arts,Dance
17,Yes,both,Swimming,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Swimming,Low,None,Sports,Swimming
16,Yes,outdoor,Football,Low,Individual,High,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,No,None,None,None,None,None,None,High,Yes,Running,Medium,None,Academics,Math Olympiad
9,No,None,None,None,None,None,Yes,Dance,Low,No,Medium,Free,Yes,Math,No,No,Group,Yes,No,None,None,None,None,None,Other,Medium,No,Meditation,High,None,Health,Meditation
16,Yes,both,Swimming,Medium,Team,High,Yes,Music,High,No,High,Free,No,None,None,None,None,None,Yes,Logical Games,High,Yes,Alone,No,Asthma,High,No,Meditation,Low,None,Arts,Music
8,Yes,outdoor,Football,High,Individual,Low,No,None,None,None,None,None,Yes,Language,Yes,Yes,Group,No,No,None,None,None,None,None,Other,Medium,No,Yoga,High,None,Academics,Creative Writing
17,Yes,both,Swimming,Low,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,No,Alone,Yes,Asthma,Low,No,Yoga,Medium,None,Analytical,Robotics
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Low,Yes,Alone,Yes,Asthma,Medium,Yes,Swimming,High,None,Analytical,Chess
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Running,Medium,None,Health,Running
14,Yes,both,Swimming,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Yoga,Low,None,Sports,Swimming
11,Yes,outdoor,Football,High,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,Yes,Meditation,Medium,None,Sports,Football
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Individual,No,No,None,None,None,None,None,None,Low,Yes,Swimming,Medium,None,Academics,Creative Writing
6,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Swimming,High,None,Health,Swimming
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Group,Yes,No,None,None,None,None,None,None,Low,Yes,Meditation,Medium,None,Academics,Math Olympiad
5,Yes,outdoor,Cricket,Low,Individual,Medium,No,None,None,None,None,None,Yes,Science,No,No,Individual,Yes,No,None,None,None,None,None,None,High,No,Running,High,None,Health,Running
15,Yes,indoor,Badminton,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Swimming,Medium,None,Sports,Badminton
11,Yes,indoor,Table Tennis,Low,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Swimming,Medium,None,Sports,Table Tennis
5,No,None,None,None,None,None,Yes,Music,High,No,High,Structured,No,None,None,None,None,None,Yes,Robotics,High,Yes,With others,Yes,None,High,Yes,Meditation,High,None,Analytical,Robotics
17,No,None,None,None,None,None,Yes,Music,Medium,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Swimming,High,None,Health,Swimming
8,No,None,None,None,None,None,Yes,Drawing,Low,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Gymnastics,Low,None,Arts,Drawing
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,High,Yes,With others,Yes,Joint Pain,Medium,No,Yoga,Low,None,Analytical,Robotics
10,Yes,indoor,Badminton,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Running,Low,None,Sports,Badminton
16,No,None,None,None,None,None,Yes,Dance,Medium,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Meditation,Low,None,Arts,Dance
10,Yes,indoor,Table Tennis,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Swimming,Medium,None,Sports,Table Tennis
9,No,None,None,None,None,None,Yes,Drawing,High,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Yoga,Low,None,Arts,Drawing
13,No,None,None,None,None,None,Yes,Dance,Medium,No,Low,Structured,Yes,Science,Yes,Yes,Group,No,No,None,None,None,None,None,Asthma,High,No,Swimming,High,None,Health,Swimming
15,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,Yes,Group,No,No,None,None,None,None,None,None,High,Yes,Gymnastics,Medium,None,Academics,Science Club
9,Yes,indoor,Table Tennis,Low,Individual,Medium,No,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,No,No,None,None,None,None,None,Asthma,Medium,No,Meditation,Low,None,Academics,Math Olympiad
7,No,None,None,None,None,None,Yes,Drawing,Medium,No,Low,Structured,No,None,None,None,None,None,Yes,Logical Games,Medium,No,With others,Yes,Asthma,High,No,Yoga,Medium,None,Analytical,Robotics
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,Yes,Yes,Coding,Medium,Yes,With others,Yes,None,Low,No,Swimming,Low,None,Academics,Math Olympiad
17,No,None,None,None,None,None,Yes,Dance,Medium,No,High,Structured,Yes,Language,No,Yes,Group,Yes,No,None,None,None,None,None,None,Medium,No,Yoga,Low,None,Academics,Creative Writing
6,No,None,None,None,None,None,Yes,Music,High,Yes,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Running,Medium,None,Arts,Music
13,No,None,None,None,None,None,Yes,Music,High,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Running,Medium,None,Arts,Music
14,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,No,None,None,None,None,None,None,Medium,No,Yoga,Medium,None,Academics,Creative Writing
14,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,No,No,None,None,None,None,None,Other,Medium,No,Meditation,Medium,None,Health,Meditation
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,No,Alone,No,None,High,Yes,Meditation,Medium,None,Health,Meditation
7,No,None,None,None,None,None,Yes,Dance,Medium,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,Yes,Running,Low,None,Arts,Dance
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Yoga,Medium,None,Health,Yoga
14,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,Yes,No,None,None,None,None,None,Joint Pain,Medium,Yes,Swimming,Medium,None,Academics,Math Olympiad
8,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,No,No,None,None,None,None,None,None,Low,No,Swimming,High,None,Health,Swimming
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Gymnastics,Medium,None,Health,Gymnastics
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,No,Joint Pain,High,Yes,Meditation,High,None,Analytical,Chess
13,Yes,both,Swimming,Low,Individual,High,Yes,Drawing,Medium,No,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Yoga,High,None,Health,Yoga
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,Yes,Alone,Yes,None,Medium,Yes,Running,High,None,Analytical,Robotics
13,No,None,None,None,None,None,Yes,Dance,Medium,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Meditation,Medium,None,Arts,Dance
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Running,High,None,Health,Running
16,No,None,None,None,None,None,Yes,Music,Low,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,Yes,Meditation,Medium,None,Arts,Music
6,Yes,both,Swimming,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Yoga,Medium,None,Sports,Swimming
12,Yes,outdoor,Cricket,High,Individual,Low,Yes,Drawing,High,No,Low,Free,Yes,Language,Yes,Yes,Group,No,No,None,None,None,None,None,None,Low,Yes,Running,High,None,Academics,Creative Writing
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,No,With others,Yes,None,High,Yes,Meditation,High,None,Analytical,Chess
5,Yes,indoor,Table Tennis,Low,Individual,Medium,Yes,Drawing,Low,No,High,Free,Yes,Math,Yes,Yes,Individual,Yes,No,None,None,None,None,None,Joint Pain,Medium,No,Meditation,Low,None,Academics,Math Olympiad
10,No,None,None,None,None,None,Yes,Dance,High,Yes,Medium,Structured,Yes,Language,No,Yes,Group,No,Yes,Coding,Low,No,Alone,Yes,Asthma,Low,Yes,Meditation,High,None,Arts,Dance
12,Yes,both,Swimming,Medium,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Gymnastics,High,None,Health,Gymnastics
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,Yes,Alone,No,None,High,Yes,Yoga,Medium,None,Analytical,Robotics
15,Yes,indoor,Badminton,Low,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,No,Swimming,Low,None,Sports,Badminton
14,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Group,Yes,No,None,None,None,None,None,None,Medium,No,Swimming,High,None,Health,Swimming
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,Yes,With others,No,None,Low,No,Swimming,Low,None,Analytical,Robotics
13,No,None,None,None,None,None,Yes,Dance,Low,Yes,Medium,Free,No,None,None,None,None,None,Yes,Logical Games,High,Yes,With others,Yes,Joint Pain,Medium,Yes,Meditation,Medium,None,Analytical,Robotics
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,Alone,No,None,High,Yes,Yoga,Low,None,Analytical,Robotics
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,Yes,No,None,None,None,None,None,None,Low,No,Meditation,High,None,Academics,Math Olympiad
17,Yes,indoor,Badminton,Low,Team,High,Yes,Dance,High,Yes,Medium,Free,No,None,None,None,None,None,Yes,Puzzles,Medium,Yes,Alone,Yes,Joint Pain,Low,No,Yoga,Low,None,Arts,Dance
10,Yes,both,Swimming,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Meditation,Low,None,Sports,Swimming
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,Yes,Group,Yes,No,None,None,None,None,None,None,High,No,Gymnastics,Medium,None,Academics,Science Club
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,Low,None,Health,Meditation
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Individual,Yes,No,None,None,None,None,None,Asthma,Medium,No,Meditation,Low,None,Academics,Creative Writing
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Yoga,Medium,None,Health,Yoga
16,No,None,None,None,None,None,Yes,Dance,High,Yes,Low,Free,No,None,None,None,None,None,Yes,Coding,Low,No,Alone,Yes,None,Low,Yes,Gymnastics,High,None,Arts,Dance
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Yoga,High,None,Health,Yoga
15,No,None,None,None,None,None,Yes,Dance,Low,Yes,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Meditation,Medium,None,Arts,Dance
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,No,Alone,Yes,Asthma,High,No,Swimming,Low,None,Health,Swimming
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Group,Yes,No,None,None,None,None,None,None,Medium,No,Gymnastics,High,None,Academics,Creative Writing
7,Yes,both,Swimming,Low,Individual,High,Yes,Drawing,High,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Meditation,Medium,None,Arts,Drawing
9,Yes,indoor,Badminton,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Swimming,Low,None,Sports,Badminton
5,Yes,indoor,Table Tennis,Medium,Individual,Medium,Yes,Dance,Medium,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Gymnastics,Low,None,Arts,Dance
6,Yes,both,Swimming,Low,Individual,Low,Yes,Music,High,Yes,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Running,Medium,None,Arts,Music
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Swimming,High,None,Health,Swimming
15,Yes,outdoor,Cricket,High,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,Low,None,Sports,Cricket
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,No,With others,Yes,Joint Pain,Medium,No,Yoga,Medium,None,Health,Yoga
14,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Individual,No,No,None,None,None,None,None,Other,High,Yes,Yoga,Low,None,Health,Yoga
7,No,None,None,None,None,None,Yes,Drawing,High,No,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Gymnastics,Medium,None,Arts,Drawing
7,Yes,outdoor,Football,High,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Gymnastics,Low,None,Sports,Football
11,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Group,No,No,None,None,None,None,None,None,Low,No,Running,Low,None,Academics,Creative Writing
9,Yes,both,Swimming,High,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,Yes,Swimming,Low,None,Sports,Swimming
5,Yes,both,Swimming,Low,Individual,Medium,Yes,Drawing,High,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Running,Medium,None,Arts,Drawing
15,Yes,outdoor,Football,Medium,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Gymnastics,Medium,None,Sports,Football
9,No,None,None,None,None,None,Yes,Dance,Low,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Yoga,Medium,None,Arts,Dance
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,No,None,None,None,None,None,None,Medium,No,Swimming,Low,None,Academics,Math Olympiad
17,No,None,None,None,None,None,Yes,Dance,High,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,Medium,None,Arts,Dance
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Yoga,High,None,Health,Yoga
11,Yes,indoor,Table Tennis,High,Team,Low,Yes,Drawing,High,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Running,Medium,None,Arts,Drawing
9,Yes,outdoor,Cricket,Medium,Team,Low,Yes,Dance,High,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Running,Medium,None,Arts,Dance
16,Yes,indoor,Badminton,High,Individual,High,Yes,Music,Low,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,No,Yoga,Low,None,Sports,Badminton
5,Yes,both,Swimming,High,Individual,High,Yes,Music,Medium,No,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,No,Yoga,Medium,None,Sports,Swimming
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,No,None,None,None,None,None,Other,Medium,No,Meditation,High,None,Academics,Creative Writing
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Medium,Yes,With others,Yes,None,High,No,Meditation,High,None,Analytical,Chess
10,Yes,outdoor,Football,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Running,Low,None,Sports,Football
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,No,No,None,None,None,None,None,None,Medium,No,Swimming,High,None,Health,Swimming
