sport_type,sport_activity_level,sport_play_style,favorite_sport,art_type,art_creativity,art_performance,art_learning,acad_subject,acad_problem_solving,acad_curiosity,acad_study_type,analy_interest,analy_logic,analy_challenge,analy_work_style,health_activity_type,health_energy,health_outdoor,health_activity,category,hobby
indoor,Low,Team,Badminton,Drawing,High,Yes,Free,Language,No,No,Individual,Coding,Low,No,With others,Physical,Medium,No,Running,Arts,Drawing
outdoor,Medium,Team,Chess,Music,Low,Yes,Free,Math,No,No,Individual,Logical Games,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,Low,Individual,Table Tennis,Music,Low,No,Structured,Language,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Medium,No,Meditation,Health,Meditation
outdoor,Low,Team,Cricket,Dance,Low,No,Structured,Science,Yes,Yes,Group,Puzzles,Medium,No,With others,Relaxation,High,No,Gymnastics,Academics,Science Club
outdoor,Medium,Team,Football,Dance,Low,Yes,Structured,Math,No,No,Individual,Coding,Medium,No,Alone,Relaxation,High,No,Meditation,Health,Meditation
indoor,Medium,Individual,Football,Dance,Low,No,Free,Language,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,Yes,Meditation,Health,Meditation
indoor,High,Individual,Table Tennis,Music,Low,No,Free,Math,No,No,Group,Logical Games,Medium,No,With others,Relaxation,Low,Yes,Yoga,Sports,Table Tennis
outdoor,Medium,Individual,Cricket,Music,Medium,Yes,Structured,Science,No,No,Group,Logical Games,Low,No,Alone,Relaxation,Medium,No,Yoga,Health,Yoga
outdoor,Low,Individual,Cricket,Dance,Low,No,Structured,Math,Yes,Yes,Individual,Coding,Medium,Yes,Alone,Physical,Low,No,Running,Academics,Math Olympiad
indoor,Medium,Individual,Football,Drawing,Low,No,Structured,Math,Yes,Yes,Individual,Coding,Medium,Yes,With others,Relaxation,Low,No,Yoga,Academics,Math Olympiad
outdoor,Low,Individual,Cricket,Drawing,Medium,No,Free,Math,No,No,Group,Puzzles,Low,Yes,With others,Relaxation,Low,No,Meditation,Health,Meditation
indoor,High,Individual,Table Tennis,Music,Low,No,Structured,Language,No,No,Individual,Logical Games,Low,No,With others,Physical,Low,Yes,Meditation,Sports,Table Tennis
indoor,Low,Team,Chess,Drawing,Low,Yes,Structured,Science,Yes,Yes,Group,Puzzles,Low,Yes,Alone,Relaxation,High,Yes,Yoga,Academics,Science Club
indoor,High,Individual,Chess,Dance,Low,No,Free,Language,No,Yes,Individual,Puzzles,High,No,Alone,Physical,Medium,No,Gymnastics,Academics,Creative Writing
outdoor,Medium,Team,Badminton,Drawing,Low,Yes,Free,Language,Yes,No,Individual,Coding,High,Yes,Alone,Physical,Medium,No,Yoga,Analytical,Coding
indoor,Low,Individual,Badminton,Music,High,No,Free,Language,Yes,No,Individual,Logical Games,High,Yes,Alone,Physical,Medium,Yes,Yoga,Analytical,Chess
indoor,Low,Individual,Table Tennis,Music,Low,No,Free,Math,No,Yes,Individual,Coding,Medium,Yes,With others,Physical,High,No,Meditation,Analytical,Robotics
indoor,Medium,Individual,Chess,Music,Low,No,Structured,Science,No,No,Individual,Logical Games,Low,No,Alone,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,Medium,Team,Football,Music,Low,No,Structured,Science,No,Yes,Group,Logical Games,Low,No,With others,Relaxation,Medium,Yes,Yoga,Health,Yoga
outdoor,High,Individual,Badminton,Music,Low,No,Structured,Math,No,No,Group,Logical Games,Low,No,Alone,Physical,Medium,Yes,Yoga,Sports,Swimming
outdoor,High,Individual,Football,Drawing,Low,No,Free,Math,No,No,Individual,Coding,Low,No,Alone,Physical,Low,Yes,Gymnastics,Sports,Swimming
outdoor,High,Team,Cricket,Music,Low,No,Structured,Math,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,Yes,Gymnastics,Sports,Cricket
outdoor,High,Team,Cricket,Drawing,Low,No,Structured,Science,No,No,Individual,Coding,Low,No,Alone,Relaxation,Low,No,Meditation,Health,Meditation
indoor,High,Individual,Table Tennis,Music,High,No,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Physical,Medium,No,Meditation,Sports,Table Tennis
indoor,Low,Team,Chess,Dance,Medium,No,Free,Science,Yes,No,Group,Puzzles,High,Yes,Alone,Relaxation,Medium,No,Gymnastics,Analytical,Chess
outdoor,Low,Individual,Cricket,Music,Low,No,Free,Math,Yes,Yes,Individual,Logical Games,Medium,Yes,Alone,Physical,Medium,No,Yoga,Academics,Math Olympiad
indoor,Medium,Team,Badminton,Dance,Low,Yes,Structured,Language,No,No,Group,Logical Games,Low,No,With others,Relaxation,Low,Yes,Yoga,Health,Yoga
outdoor,Low,Individual,Cricket,Dance,High,Yes,Structured,Science,Yes,No,Individual,Puzzles,Low,No,With others,Physical,High,No,Gymnastics,Arts,Dance
outdoor,Medium,Individual,Badminton,Dance,Low,No,Free,Language,Yes,Yes,Individual,Puzzles,Medium,Yes,Alone,Relaxation,Low,No,Yoga,Academics,Creative Writing
outdoor,High,Team,Cricket,Music,Low,No,Structured,Science,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,No,Yoga,Sports,Cricket
outdoor,Low,Individual,Football,Drawing,High,Yes,Free,Science,No,No,Individual,Coding,Medium,No,With others,Physical,Medium,No,Meditation,Arts,Drawing
indoor,Low,Team,Football,Drawing,High,Yes,Free,Math,No,No,Group,Puzzles,Low,No,With others,Physical,Medium,Yes,Meditation,Arts,Drawing
outdoor,High,Individual,Chess,Drawing,Low,No,Structured,Math,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,Low,Individual,Chess,Music,Medium,No,Free,Language,Yes,Yes,Individual,Puzzles,Medium,Yes,With others,Relaxation,Medium,Yes,Gymnastics,Academics,Creative Writing
indoor,High,Individual,Table Tennis,Music,Low,No,Structured,Science,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,Low,No,Running,Sports,Table Tennis
indoor,High,Team,Chess,Dance,Low,No,Free,Math,No,No,Group,Puzzles,Low,No,Alone,Relaxation,Medium,No,Meditation,Health,Meditation
outdoor,High,Team,Cricket,Music,Low,No,Structured,Math,No,No,Individual,Coding,High,No,Alone,Physical,Medium,Yes,Meditation,Sports,Cricket
outdoor,High,Individual,Badminton,Drawing,Low,No,Structured,Science,No,No,Individual,Logical Games,Low,No,Alone,Physical,Low,Yes,Running,Sports,Badminton
indoor,Medium,Team,Table Tennis,Music,Low,No,Free,Science,No,No,Individual,Coding,Low,No,With others,Relaxation,Medium,No,Yoga,Health,Yoga
outdoor,Medium,Individual,Badminton,Music,High,No,Structured,Language,No,No,Individual,Logical Games,High,No,With others,Physical,Low,No,Meditation,Arts,Music
indoor,Low,Team,Chess,Music,Low,No,Structured,Language,No,No,Group,Puzzles,High,Yes,Alone,Physical,High,No,Meditation,Analytical,Chess
indoor,High,Team,Table Tennis,Music,Low,No,Structured,Science,No,Yes,Group,Puzzles,Low,No,Alone,Physical,High,Yes,Meditation,Sports,Table Tennis
outdoor,Medium,Individual,Badminton,Music,Low,No,Structured,Math,No,Yes,Group,Logical Games,Medium,No,With others,Relaxation,Medium,Yes,Meditation,Health,Meditation
outdoor,High,Individual,Chess,Drawing,Low,No,Free,Language,No,No,Individual,Coding,High,Yes,With others,Physical,High,No,Gymnastics,Analytical,Robotics
outdoor,Low,Individual,Badminton,Drawing,Low,No,Structured,Math,No,No,Group,Coding,Medium,No,Alone,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,Low,Team,Football,Drawing,High,Yes,Free,Math,No,No,Group,Puzzles,Low,No,With others,Physical,Medium,No,Gymnastics,Arts,Drawing
outdoor,Low,Individual,Table Tennis,Drawing,Medium,No,Structured,Math,Yes,Yes,Individual,Logical Games,Medium,Yes,Alone,Physical,Medium,Yes,Meditation,Academics,Math Olympiad
outdoor,Low,Individual,Chess,Dance,High,Yes,Structured,Math,No,No,Individual,Coding,Low,No,Alone,Relaxation,Medium,Yes,Meditation,Arts,Dance
indoor,Low,Individual,Cricket,Dance,High,No,Free,Math,Yes,No,Group,Logical Games,High,Yes,Alone,Physical,Medium,Yes,Yoga,Analytical,Chess
indoor,Low,Team,Table Tennis,Dance,Low,No,Structured,Math,No,No,Group,Puzzles,High,Yes,Alone,Physical,Medium,Yes,Meditation,Analytical,Chess
indoor,High,Individual,Chess,Music,High,Yes,Structured,Math,No,No,Group,Coding,Low,Yes,With others,Physical,High,No,Gymnastics,Arts,Music
indoor,High,Individual,Badminton,Dance,Low,No,Free,Language,No,No,Individual,Logical Games,Low,Yes,With others,Relaxation,High,No,Gymnastics,Sports,Badminton
indoor,Medium,Team,Chess,Dance,Low,No,Structured,Science,Yes,Yes,Individual,Logical Games,Medium,No,Alone,Physical,Low,No,Running,Academics,Science Club
indoor,Low,Individual,Football,Dance,High,Yes,Structured,Language,No,No,Group,Logical Games,Low,No,With others,Relaxation,Low,No,Yoga,Arts,Dance
outdoor,High,Team,Cricket,Drawing,Low,No,Structured,Science,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Running,Sports,Cricket
outdoor,Low,Team,Chess,Music,High,Yes,Structured,Science,No,No,Individual,Logical Games,Low,No,With others,Physical,Low,Yes,Meditation,Arts,Music
outdoor,Low,Individual,Football,Drawing,High,No,Free,Language,No,Yes,Individual,Puzzles,Low,No,With others,Physical,Low,Yes,Running,Arts,Drawing
outdoor,Low,Team,Cricket,Music,High,No,Structured,Science,Yes,Yes,Group,Puzzles,Low,Yes,Alone,Relaxation,Medium,No,Running,Academics,Science Club
outdoor,High,Team,Cricket,Music,Low,No,Free,Science,No,No,Group,Coding,Low,No,Alone,Physical,Medium,Yes,Gymnastics,Sports,Cricket
outdoor,Low,Individual,Table Tennis,Music,Low,Yes,Structured,Language,Yes,Yes,Individual,Coding,High,Yes,With others,Physical,Medium,No,Running,Analytical,Coding
outdoor,High,Individual,Badminton,Dance,Low,No,Free,Language,No,No,Group,Puzzles,Low,No,With others,Relaxation,Low,No,Yoga,Sports,Badminton
outdoor,High,Team,Chess,Drawing,Low,No,Free,Science,No,Yes,Group,Coding,Low,No,With others,Relaxation,Low,Yes,Yoga,Health,Yoga
indoor,Medium,Individual,Table Tennis,Drawing,Low,No,Structured,Science,No,No,Group,Puzzles,Low,No,Alone,Physical,High,No,Gymnastics,Health,Gymnastics
outdoor,High,Individual,Table Tennis,Music,Low,No,Free,Math,No,No,Group,Logical Games,Low,No,Alone,Relaxation,Low,No,Running,Sports,Swimming
indoor,High,Individual,Table Tennis,Dance,Low,No,Free,Science,No,No,Individual,Puzzles,Low,No,With others,Relaxation,High,Yes,Gymnastics,Sports,Table Tennis
outdoor,Low,Team,Chess,Drawing,Low,No,Structured,Science,Yes,Yes,Group,Coding,Low,No,With others,Physical,High,No,Yoga,Academics,Science Club
outdoor,Low,Individual,Table Tennis,Music,High,Yes,Structured,Language,No,No,Group,Coding,Low,Yes,With others,Physical,Medium,Yes,Meditation,Arts,Music
outdoor,High,Team,Football,Drawing,Low,No,Structured,Math,No,No,Group,Coding,Low,No,With others,Physical,Low,Yes,Meditation,Sports,Football
indoor,High,Individual,Table Tennis,Dance,Low,No,Structured,Math,No,No,Group,Puzzles,Low,No,With others,Physical,High,Yes,Running,Sports,Table Tennis
outdoor,High,Team,Football,Music,Low,No,Structured,Science,No,No,Individual,Logical Games,Low,No,Alone,Physical,High,No,Meditation,Sports,Football
outdoor,Low,Team,Badminton,Dance,High,Yes,Free,Language,No,No,Individual,Logical Games,Low,No,With others,Physical,Medium,No,Running,Arts,Dance
outdoor,High,Individual,Badminton,Music,Low,No,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Medium,Yes,Yoga,Sports,Swimming
indoor,Low,Individual,Chess,Music,Low,No,Free,Science,Yes,No,Individual,Logical Games,High,No,Alone,Relaxation,High,No,Gymnastics,Analytical,Chess
outdoor,High,Team,Cricket,Music,Low,No,Free,Math,No,No,Group,Coding,Low,No,Alone,Physical,Medium,Yes,Yoga,Sports,Cricket
indoor,Low,Individual,Cricket,Dance,High,No,Free,Math,No,No,Group,Logical Games,Low,No,Alone,Physical,High,Yes,Gymnastics,Arts,Dance
outdoor,Medium,Individual,Chess,Music,Low,No,Structured,Math,No,Yes,Group,Coding,Low,No,With others,Relaxation,High,Yes,Gymnastics,Health,Gymnastics
outdoor,Low,Team,Football,Music,Low,No,Free,Language,No,Yes,Group,Coding,High,Yes,Alone,Physical,High,Yes,Yoga,Analytical,Coding
outdoor,Low,Team,Football,Drawing,Medium,No,Free,Science,No,Yes,Group,Coding,High,Yes,Alone,Physical,Low,Yes,Meditation,Analytical,Coding
outdoor,High,Individual,Cricket,Drawing,Low,No,Structured,Science,No,No,Group,Coding,Low,No,Alone,Physical,Medium,Yes,Yoga,Sports,Swimming
indoor,High,Individual,Cricket,Drawing,Low,No,Structured,Language,No,No,Individual,Puzzles,Low,No,Alone,Physical,Medium,Yes,Yoga,Sports,Swimming
indoor,Low,Individual,Chess,Music,Medium,No,Free,Math,Yes,Yes,Individual,Logical Games,High,No,With others,Physical,Medium,No,Meditation,Academics,Math Olympiad
indoor,Medium,Team,Table Tennis,Music,High,Yes,Structured,Science,No,No,Group,Coding,Low,No,With others,Relaxation,Medium,Yes,Running,Arts,Music
indoor,High,Individual,Badminton,Dance,Low,No,Structured,Math,No,No,Group,Coding,Low,No,Alone,Relaxation,High,Yes,Yoga,Sports,Badminton
outdoor,Low,Individual,Badminton,Dance,High,No,Structured,Science,Yes,Yes,Group,Logical Games,Low,No,Alone,Relaxation,Low,No,Gymnastics,Arts,Dance
indoor,High,Individual,Table Tennis,Drawing,Medium,No,Free,Language,No,No,Group,Coding,High,No,Alone,Physical,Low,Yes,Gymnastics,Sports,Table Tennis
outdoor,Medium,Team,Badminton,Drawing,Medium,Yes,Structured,Language,No,No,Individual,Logical Games,Low,Yes,Alone,Relaxation,Medium,Yes,Yoga,Health,Yoga
indoor,Low,Individual,Cricket,Dance,Medium,No,Structured,Language,Yes,Yes,Individual,Logical Games,Medium,Yes,With others,Physical,Medium,No,Gymnastics,Academics,Creative Writing
outdoor,Low,Individual,Football,Music,High,Yes,Structured,Language,No,Yes,Individual,Logical Games,Low,No,With others,Physical,High,No,Running,Arts,Music
outdoor,High,Individual,Badminton,Music,Low,No,Free,Math,No,No,Group,Puzzles,Low,No,With others,Relaxation,Low,No,Running,Sports,Swimming
outdoor,Low,Team,Badminton,Drawing,High,Yes,Free,Science,No,No,Group,Puzzles,Medium,No,With others,Physical,Low,Yes,Running,Arts,Drawing
outdoor,Low,Individual,Badminton,Drawing,Low,No,Free,Science,Yes,Yes,Group,Coding,High,Yes,Alone,Relaxation,Medium,No,Meditation,Analytical,Coding
outdoor,High,Team,Football,Drawing,Low,No,Structured,Language,No,Yes,Group,Logical Games,Low,No,With others,Relaxation,Medium,No,Gymnastics,Sports,Football
outdoor,High,Individual,Badminton,Drawing,Low,No,Free,Language,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Low,Yes,Yoga,Sports,Badminton
outdoor,High,Team,Football,Dance,Medium,No,Structured,Language,No,No,Individual,Coding,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,High,Individual,Badminton,Drawing,Low,No,Free,Language,No,No,Group,Logical Games,Low,No,With others,Physical,Medium,Yes,Yoga,Sports,Badminton
indoor,Low,Individual,Cricket,Drawing,High,Yes,Free,Language,No,No,Group,Puzzles,Low,No,Alone,Physical,Medium,Yes,Gymnastics,Arts,Drawing
indoor,Low,Individual,Table Tennis,Music,High,No,Free,Math,Yes,Yes,Individual,Puzzles,High,Yes,With others,Physical,Medium,Yes,Meditation,Analytical,Robotics
outdoor,Medium,Individual,Badminton,Music,Low,No,Structured,Math,No,No,Group,Coding,High,No,With others,Relaxation,Medium,Yes,Yoga,Health,Yoga
indoor,Medium,Team,Football,Dance,High,No,Free,Math,Yes,Yes,Individual,Logical Games,Medium,Yes,Alone,Relaxation,Medium,No,Meditation,Academics,Math Olympiad
indoor,Medium,Individual,Chess,Dance,Medium,No,Free,Math,No,No,Group,Coding,Low,No,Alone,Relaxation,Medium,No,Meditation,Health,Meditation
outdoor,High,Team,Badminton,Drawing,Medium,No,Free,Science,No,No,Individual,Coding,Low,No,Alone,Physical,High,No,Gymnastics,Health,Gymnastics
outdoor,High,Individual,Badminton,Music,Low,No,Structured,Language,No,No,Group,Coding,High,No,With others,Relaxation,Low,No,Running,Sports,Badminton
indoor,Medium,Team,Table Tennis,Drawing,Low,No,Structured,Science,Yes,Yes,Group,Puzzles,Medium,Yes,With others,Physical,Low,No,Yoga,Academics,Science Club
indoor,High,Individual,Table Tennis,Music,Low,No,Structured,Science,No,No,Group,Puzzles,Low,No,With others,Physical,High,Yes,Meditation,Sports,Table Tennis
indoor,Low,Team,Chess,Dance,Low,No,Structured,Language,Yes,No,Individual,Coding,High,Yes,Alone,Physical,Medium,No,Meditation,Analytical,Coding
indoor,Low,Individual,Badminton,Music,Low,No,Structured,Math,Yes,Yes,Group,Logical Games,High,Yes,Alone,Physical,Low,No,Running,Analytical,Chess
outdoor,High,Team,Football,Music,Low,No,Free,Language,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,Low,Yes,Running,Sports,Football
indoor,Low,Team,Cricket,Music,High,No,Free,Science,Yes,Yes,Group,Logical Games,Low,Yes,Alone,Relaxation,High,No,Meditation,Academics,Science Club
outdoor,Low,Team,Cricket,Music,Medium,No,Free,Math,Yes,Yes,Individual,Puzzles,High,No,With others,Relaxation,Low,No,Meditation,Academics,Math Olympiad
indoor,Medium,Individual,Cricket,Dance,Medium,No,Free,Language,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Medium,Yes,Yoga,Health,Yoga
indoor,Low,Team,Football,Drawing,High,No,Structured,Language,Yes,Yes,Individual,Coding,High,Yes,Alone,Physical,Low,No,Running,Analytical,Coding
outdoor,Medium,Team,Football,Drawing,Low,No,Free,Science,No,No,Individual,Logical Games,Low,No,With others,Physical,Medium,Yes,Gymnastics,Health,Gymnastics
outdoor,Low,Individual,Badminton,Dance,High,Yes,Structured,Language,No,No,Group,Logical Games,Low,No,Alone,Physical,High,No,Yoga,Arts,Dance
indoor,Low,Team,Table Tennis,Drawing,High,Yes,Free,Language,No,Yes,Group,Coding,Medium,No,With others,Relaxation,Medium,Yes,Meditation,Arts,Drawing
indoor,High,Individual,Badminton,Dance,Low,No,Free,Math,No,No,Individual,Logical Games,Low,No,Alone,Physical,Low,No,Meditation,Sports,Badminton
outdoor,High,Team,Football,Dance,Low,No,Free,Science,Yes,No,Group,Puzzles,Low,No,Alone,Relaxation,Medium,Yes,Yoga,Sports,Football
outdoor,Low,Team,Chess,Music,Medium,No,Structured,Language,Yes,Yes,Individual,Puzzles,High,Yes,Alone,Physical,Low,Yes,Meditation,Academics,Creative Writing
outdoor,Low,Individual,Table Tennis,Drawing,Low,No,Structured,Language,Yes,Yes,Group,Logical Games,High,Yes,Alone,Physical,Medium,No,Running,Analytical,Chess
outdoor,High,Team,Football,Dance,Low,No,Free,Math,No,No,Group,Logical Games,Low,Yes,Alone,Relaxation,High,No,Yoga,Sports,Football
indoor,Medium,Team,Chess,Music,Low,No,Free,Language,No,No,Group,Puzzles,Low,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,Low,Individual,Cricket,Drawing,Low,No,Structured,Science,No,Yes,Group,Coding,High,Yes,Alone,Physical,Medium,No,Gymnastics,Analytical,Coding
outdoor,High,Team,Football,Dance,Low,No,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Low,No,Meditation,Sports,Football
outdoor,Medium,Individual,Badminton,Music,High,Yes,Structured,Language,No,No,Group,Puzzles,Low,No,With others,Relaxation,Low,Yes,Yoga,Arts,Music
outdoor,High,Team,Cricket,Music,Low,No,Structured,Language,No,No,Group,Coding,Low,No,Alone,Physical,Medium,Yes,Meditation,Sports,Cricket
outdoor,Low,Individual,Chess,Music,Medium,Yes,Structured,Math,Yes,Yes,Group,Coding,High,Yes,Alone,Relaxation,High,No,Meditation,Analytical,Coding
outdoor,Low,Team,Cricket,Music,High,No,Free,Language,No,No,Individual,Logical Games,Low,No,Alone,Physical,Medium,Yes,Yoga,Arts,Music
outdoor,Low,Individual,Football,Drawing,High,Yes,Free,Science,No,No,Group,Logical Games,Low,No,With others,Relaxation,Medium,Yes,Running,Arts,Drawing
outdoor,High,Individual,Table Tennis,Music,High,No,Free,Math,Yes,Yes,Individual,Coding,Low,Yes,With others,Relaxation,Medium,No,Running,Academics,Math Olympiad
indoor,High,Individual,Football,Music,Medium,No,Structured,Science,Yes,Yes,Group,Logical Games,Low,No,Alone,Relaxation,Low,No,Running,Academics,Science Club
outdoor,Low,Individual,Badminton,Drawing,High,Yes,Structured,Science,No,No,Individual,Logical Games,Low,No,With others,Physical,Low,No,Meditation,Arts,Drawing
indoor,High,Individual,Table Tennis,Music,Low,No,Free,Language,No,No,Individual,Logical Games,Medium,No,Alone,Physical,Low,No,Gymnastics,Sports,Table Tennis
outdoor,Medium,Individual,Table Tennis,Drawing,Low,Yes,Free,Language,No,No,Individual,Logical Games,Low,No,Alone,Physical,High,Yes,Gymnastics,Health,Gymnastics
outdoor,High,Team,Football,Drawing,Low,No,Structured,Science,Yes,No,Individual,Puzzles,Low,No,Alone,Physical,High,Yes,Gymnastics,Sports,Football
outdoor,High,Team,Cricket,Dance,Medium,No,Structured,Math,No,No,Group,Coding,Low,No,Alone,Relaxation,Low,Yes,Running,Sports,Cricket
